prod_id,order_quantity,time
9476,97,2021/09/25 18:14
5141,105,2021/09/25 19:01
5799,131,2021/09/25 20:37
8151,127,2021/09/25 21:05
3912,170,2021/09/25 22:44
5599,73,2021/09/25 23:16
5873,179,2021/09/26 0:55
2476,171,2021/09/26 1:56
2259,140,2021/09/26 2:36
3583,173,2021/09/26 2:55
5122,146,2021/11/08 6:02
7217,21,2021/11/08 7:23
5885,182,2021/11/08 9:06
7454,75,2021/11/08 9:31
5716,31,2021/11/08 10:32
4378,94,2021/11/08 11:51
5514,168,2021/11/08 12:10
8496,161,2021/11/08 12:19
4842,119,2021/11/08 12:28
3891,140,2021/11/08 13:22
5973,136,2021/11/08 13:37
6167,139,2021/11/08 14:34
8755,113,2021/11/08 15:55
2378,153,2021/11/08 16:46
5112,128,2021/11/08 16:59
3854,100,2021/11/08 18:48
7675,103,2021/11/08 20:02
7490,26,2021/11/08 20:54
2867,196,2021/11/08 21:20
9814,184,2021/11/08 22:01
2725,128,2021/11/08 23:42
6108,48,2021/11/09 0:35
4695,188,2021/11/09 2:14
4039,133,2021/11/09 2:33
8738,176,2021/11/09 3:56
5180,142,2021/11/09 5:22
3905,63,2021/11/09 6:48
6596,101,2021/11/09 7:38
7719,166,2021/11/09 8:17
4931,56,2021/11/09 9:29
9053,106,2021/11/09 10:26
7734,26,2021/11/09 11:23
8808,160,2021/11/09 11:38
6596,74,2021/11/09 11:57
1692,50,2021/11/09 12:42
7716,38,2021/11/09 13:09
8050,97,2021/11/09 13:34
3791,200,2021/11/09 15:00
9670,33,2021/11/09 15:09
8918,181,2021/11/09 16:15
8400,129,2021/11/09 16:28
4584,109,2021/11/09 16:51
2431,179,2021/11/09 17:29
1293,96,2021/11/09 17:36
7870,86,2021/11/09 18:12
5151,111,2021/11/09 18:29
2091,112,2021/11/09 18:30
9128,58,2021/11/09 20:25
1836,186,2021/11/09 20:39
5291,126,2021/11/09 22:22
3051,130,2021/11/09 23:29
7236,200,2021/11/10 0:09
1939,121,2021/11/10 1:55
3014,67,2021/11/10 3:43
7854,193,2021/11/10 4:52
2317,28,2021/11/10 6:37
8504,49,2021/11/10 8:22
1112,170,2021/11/10 9:23
9549,20,2021/11/10 11:14
5197,3,2021/11/10 12:08
2430,86,2021/11/10 13:52
4187,41,2021/11/10 14:58
4390,51,2021/11/10 15:23
8707,114,2021/11/10 16:35
3078,90,2021/11/10 18:21
3467,36,2021/11/10 19:16
1269,141,2021/11/10 19:43
2522,170,2021/11/10 20:15
5365,144,2021/11/10 20:53
8465,72,2021/03/27 23:59
1157,128,2021/03/28 0:28
5284,37,2021/03/28 2:08
6644,112,2021/03/28 3:38
4272,182,2021/03/28 5:00
5406,126,2021/03/28 5:33
3562,84,2021/03/28 5:47
7755,176,2021/03/28 6:08
2597,73,2021/03/28 7:34
9576,35,2021/03/28 8:44
2908,151,2021/03/28 9:42
5943,73,2021/03/28 10:20
4172,11,2021/03/28 11:33
3601,178,2021/03/28 12:21
3672,1,2021/03/28 13:24
6731,45,2021/03/28 13:41
6722,196,2021/03/28 14:13
4648,157,2021/03/28 14:29
5953,12,2021/03/28 14:47
1150,130,2021/03/28 15:11
7654,124,2021/03/28 16:12
1476,172,2021/03/28 16:46
1482,55,2021/03/28 18:00
4378,85,2021/03/28 18:35
1436,31,2021/03/28 19:37
4644,190,2021/03/28 20:34
4832,153,2021/03/28 21:33
9366,177,2021/03/28 23:27
6969,57,2021/03/29 1:13
8224,13,2021/03/29 1:19
4653,63,2021/03/29 1:47
2769,48,2021/03/29 3:40
3964,33,2021/03/29 5:06
3515,12,2021/11/06 6:27
4136,104,2021/11/06 6:39
5462,177,2021/11/06 7:20
9359,23,2021/11/06 7:43
8580,100,2021/11/06 8:31
6241,29,2021/11/06 9:20
9797,124,2021/11/06 9:25
6018,144,2021/11/06 9:53
5446,50,2021/11/06 11:20
1368,188,2021/11/06 13:06
2395,4,2021/11/06 14:10
5820,105,2021/11/06 15:43
5086,80,2021/11/06 17:43
4341,91,2021/11/06 18:17
1444,177,2021/11/06 19:58
9448,47,2021/11/06 21:19
7111,110,2021/11/06 21:27
3728,166,2021/11/06 23:09
1559,151,2021/11/06 23:55
2491,24,2021/11/07 0:13
4947,92,2021/11/07 0:16
5756,77,2021/11/07 0:23
7380,131,2021/11/07 2:19
7303,25,2021/11/07 2:37
1490,22,2021/11/07 3:19
1961,181,2021/11/07 3:48
7749,55,2021/11/07 5:26
9022,171,2021/11/07 6:56
9514,80,2021/11/07 7:43
2431,164,2021/11/07 8:22
6633,119,2021/11/07 8:57
2346,122,2021/11/07 8:59
5577,174,2021/11/07 10:08
6014,121,2021/11/07 11:45
9455,27,2021/11/07 12:46
3154,56,2021/11/07 13:19
1276,15,2021/11/07 14:40
6312,121,2021/11/07 15:46
8885,177,2021/11/07 16:48
8696,39,2021/11/07 18:11
6257,97,2021/11/07 19:42
3663,83,2021/11/07 20:36
4999,34,2021/11/07 21:15
3993,16,2021/11/07 22:54
7272,43,2021/11/08 0:22
5390,127,2021/11/08 1:27
5577,138,2021/11/08 2:32
7388,14,2021/04/18 13:59
3479,66,2021/04/18 14:03
3946,1,2021/04/18 15:03
9633,148,2021/04/18 16:57
6006,105,2021/04/18 17:44
5633,68,2021/04/18 17:55
3570,65,2021/04/18 19:21
2302,172,2021/04/18 20:58
7304,90,2021/04/18 22:33
2561,190,2021/04/19 0:03
9547,56,2021/04/19 0:07
2206,93,2021/04/19 1:18
2582,61,2021/04/19 2:37
3332,39,2021/04/19 3:35
6822,133,2021/04/19 5:34
3515,199,2021/04/19 6:45
1244,84,2021/04/19 7:11
2249,161,2021/04/19 7:15
7307,185,2021/04/19 8:00
4588,129,2021/04/19 8:23
4375,92,2021/04/19 9:57
5995,117,2021/04/19 10:53
8665,83,2021/04/19 12:44
5136,103,2021/04/19 13:45
4428,165,2021/04/19 13:55
8683,44,2021/04/19 15:12
1701,119,2021/04/19 16:57
8964,158,2021/04/19 17:57
3437,127,2021/04/19 18:58
4713,132,2021/04/19 19:54
3322,155,2021/04/19 20:13
5640,59,2021/04/19 22:04
7345,164,2021/04/19 22:35
1571,9,2021/04/19 23:31
8541,51,2021/04/20 1:20
7107,38,2021/04/20 2:50
8494,79,2021/04/20 4:14
2841,150,2021/04/20 4:27
6175,72,2021/04/20 4:49
2586,189,2021/04/20 5:53
2709,69,2021/04/20 7:47
9636,18,2021/03/05 0:15
3936,58,2021/03/05 1:22
7112,106,2021/03/05 3:21
4924,179,2021/03/05 4:52
9074,86,2021/03/05 6:38
5320,109,2021/03/05 7:36
8213,35,2021/03/05 8:44
9345,155,2021/03/05 9:29
2328,163,2021/03/05 10:51
5423,46,2021/03/05 11:25
9801,38,2021/03/05 13:11
5770,150,2021/03/05 13:23
6539,153,2021/03/05 15:12
4546,97,2021/03/05 15:41
8210,144,2021/03/05 16:39
5014,147,2021/03/05 16:56
5770,115,2021/03/05 17:06
5206,101,2021/03/05 19:04
9287,122,2021/03/05 19:30
6480,35,2021/08/22 23:40
8951,120,2021/08/22 23:53
1199,195,2021/08/23 1:09
9917,178,2021/08/23 1:47
1670,80,2021/08/23 2:57
4780,15,2021/08/23 3:57
5047,194,2021/08/23 5:43
1066,158,2021/08/23 5:47
5563,54,2021/08/23 6:38
2770,107,2021/08/23 7:23
3891,110,2021/08/23 8:31
2944,113,2021/08/23 10:02
8943,109,2021/08/23 11:43
3309,160,2021/08/23 12:57
5266,73,2021/08/23 13:37
1040,136,2021/08/23 13:57
9664,22,2021/08/23 14:39
9858,97,2021/08/23 15:44
5825,28,2021/08/23 15:48
4784,93,2021/08/23 15:54
7662,1,2021/08/23 17:53
9525,106,2021/08/23 18:06
6618,128,2021/08/23 18:34
9845,54,2021/08/23 20:17
5156,79,2021/08/23 22:12
1448,126,2021/08/24 0:06
3707,28,2021/08/24 1:10
4755,86,2021/08/24 2:18
6615,117,2021/08/24 4:01
4200,91,2021/08/24 4:12
3774,45,2021/08/24 5:32
9767,57,2021/08/24 6:44
7520,193,2021/08/24 8:13
4908,175,2021/08/24 9:49
5953,136,2021/08/24 9:56
2499,1,2021/08/24 11:28
4710,179,2021/08/24 11:55
8014,199,2021/08/24 13:13
1904,63,2021/08/24 15:07
2267,17,2021/08/24 16:24
3037,84,2021/08/24 17:54
7134,117,2021/08/24 18:14
3583,46,2021/08/24 18:52
1096,143,2021/08/24 18:58
5244,71,2021/08/24 19:57
5464,94,2021/08/24 20:11
9540,181,2021/08/24 21:39
1375,107,2021/08/24 23:13
1430,197,2021/08/25 0:08
8986,6,2021/08/25 0:16
2491,56,2021/08/16 16:25
4651,198,2021/08/16 16:59
9367,31,2021/08/16 18:09
9105,132,2021/08/16 18:54
9668,115,2021/08/16 20:22
2994,178,2021/08/16 21:17
3227,180,2021/08/16 21:52
5592,66,2021/08/16 23:20
5464,42,2021/08/17 0:20
4096,92,2021/08/17 0:52
1731,126,2021/08/17 2:36
8386,57,2021/05/17 21:19
8832,86,2021/05/17 21:58
7544,167,2021/05/17 23:33
6804,121,2021/05/18 0:33
5576,113,2021/05/18 2:18
2850,105,2021/05/18 2:19
6675,63,2021/05/18 4:09
3807,27,2021/05/18 5:53
1936,90,2021/05/18 5:57
2049,33,2021/05/18 7:04
2313,61,2021/05/18 7:33
3949,171,2021/05/18 8:18
3431,85,2021/05/18 9:36
4116,99,2021/05/18 10:36
2018,174,2021/05/18 11:43
5803,16,2021/05/18 12:23
5511,182,2021/05/18 14:14
3739,86,2021/05/18 14:54
6465,122,2021/05/18 16:10
2000,92,2021/05/18 18:01
2535,43,2021/05/18 19:40
5219,29,2021/05/18 19:47
3973,64,2021/05/18 21:25
6101,195,2021/05/18 23:05
5646,106,2021/05/18 23:41
5058,65,2021/05/18 23:58
1559,190,2021/05/19 1:27
2953,28,2021/05/19 3:24
5110,108,2021/05/19 5:15
7782,106,2021/05/19 7:04
6402,28,2021/05/19 8:24
5510,57,2021/05/19 9:28
6356,103,2021/05/19 10:09
9906,43,2021/05/19 11:52
7673,40,2021/05/19 12:45
3190,71,2021/05/19 13:00
4735,107,2021/05/19 14:14
6456,124,2021/05/19 14:50
6491,179,2021/05/19 15:15
8435,146,2021/05/19 17:14
2838,104,2021/05/19 18:32
2396,23,2021/07/31 18:33
5713,55,2021/07/31 19:15
1712,68,2021/07/31 21:14
9403,86,2021/07/31 22:36
7371,165,2021/07/31 22:58
3797,196,2021/08/01 0:19
2574,195,2021/08/01 1:47
1123,199,2021/08/01 2:27
3286,159,2021/08/01 2:43
4485,77,2021/08/01 4:24
8731,168,2021/08/01 5:06
9564,62,2021/08/01 5:31
9571,114,2021/08/01 6:32
3113,78,2021/08/01 7:40
6395,57,2021/08/01 9:10
1546,56,2021/08/01 11:06
8019,168,2021/08/01 11:47
1138,78,2021/08/01 13:15
6277,66,2021/08/01 14:08
9550,93,2021/08/01 14:36
3304,68,2021/08/01 15:58
6501,84,2021/08/01 17:39
3111,94,2021/08/01 18:20
2666,134,2021/08/01 19:41
7375,148,2021/08/01 19:50
2193,111,2021/08/01 20:59
3977,105,2021/08/01 22:38
8163,184,2021/08/01 23:44
2698,103,2021/08/02 1:15
1530,118,2021/08/05 16:42
5229,72,2021/08/05 16:52
2288,195,2021/08/05 18:48
4468,80,2021/08/05 19:22
4090,89,2021/08/05 19:50
5566,22,2021/08/05 19:53
4522,155,2021/08/05 21:19
2836,155,2021/08/05 21:51
7803,17,2021/08/05 22:21
2932,112,2021/08/06 0:11
7522,149,2021/08/06 1:42
6640,69,2021/08/06 3:29
7276,13,2021/08/06 3:41
3191,187,2021/08/06 4:06
6305,76,2021/08/06 4:20
8479,192,2021/08/06 5:11
6044,54,2021/08/06 6:38
6292,35,2021/08/06 7:23
1295,30,2021/08/06 9:09
1314,65,2021/08/06 9:27
5824,113,2021/08/06 10:51
8644,143,2021/08/06 12:51
4592,26,2021/08/06 14:34
4720,44,2021/08/06 16:12
2306,164,2021/08/06 16:39
4826,153,2021/08/06 17:35
1428,148,2021/08/06 18:57
2239,178,2021/08/06 19:41
7059,82,2021/08/06 19:44
3676,12,2021/08/06 20:19
8445,190,2021/08/06 21:41
4281,56,2021/08/06 21:45
1136,198,2021/08/06 22:09
5738,162,2021/08/06 23:40
5527,64,2021/08/07 1:12
3724,88,2021/08/07 1:58
7545,17,2021/08/07 2:51
4863,70,2021/08/07 3:01
3232,8,2021/08/07 3:57
5892,131,2021/08/07 4:41
8059,51,2021/08/07 4:53
9127,161,2021/08/07 5:35
1483,150,2021/08/07 7:01
2829,19,2021/08/07 9:00
4346,55,2021/08/07 10:24
9751,153,2021/08/07 10:45
9796,187,2021/08/07 11:53
8489,177,2021/08/07 11:54
6784,36,2021/08/07 12:24
4523,4,2021/08/07 13:14
9681,154,2021/08/07 14:09
7952,130,2021/08/07 14:28
1027,10,2021/08/07 16:19
4640,24,2021/08/07 17:12
6522,127,2021/08/07 18:27
7020,138,2021/08/07 19:23
1022,136,2021/08/07 20:43
5533,90,2021/08/07 21:18
4733,41,2021/07/09 9:01
6700,25,2021/07/09 9:53
4553,51,2021/07/09 10:53
7462,48,2021/07/09 11:51
6055,126,2021/07/09 12:46
3006,196,2021/07/09 13:16
7518,22,2021/07/09 13:49
8403,110,2021/07/09 14:56
3453,85,2021/07/09 16:30
5542,95,2021/07/09 17:47
2530,160,2021/07/09 19:10
8302,198,2021/07/09 20:14
6642,46,2021/07/09 21:40
7741,159,2021/07/09 23:14
1426,76,2021/07/09 23:56
8451,76,2021/07/10 1:47
3009,12,2021/07/10 2:53
5290,162,2021/07/10 2:53
6097,34,2021/07/10 4:42
5500,176,2021/07/10 5:42
2161,59,2021/07/10 7:11
4055,48,2021/07/10 8:38
6288,40,2021/07/10 9:48
7290,68,2021/07/10 10:44
7800,121,2021/07/10 11:18
7893,165,2021/07/10 11:38
4054,104,2021/07/10 13:09
5055,136,2021/07/10 14:42
6144,114,2021/07/10 15:27
1228,97,2021/07/10 17:25
8346,3,2021/07/10 18:10
2624,76,2021/07/10 19:12
7208,158,2021/07/10 19:45
4786,89,2021/07/10 20:36
8901,118,2021/07/10 21:05
6833,98,2021/07/10 22:25
4100,52,2021/07/10 23:52
9732,100,2021/07/11 0:25
1161,140,2021/07/11 1:21
4244,66,2021/07/11 1:23
9391,122,2021/07/11 2:21
6810,100,2021/07/11 3:49
1122,171,2021/07/11 4:37
3871,158,2021/07/11 6:08
4495,120,2021/07/11 7:23
7710,126,2021/07/11 8:54
1046,67,2021/07/11 10:43
1518,140,2021/07/11 11:18
7650,8,2021/07/11 13:12
7843,19,2021/07/11 14:29
1556,182,2021/07/11 14:42
6574,173,2021/07/11 15:26
9687,7,2021/07/11 16:13
1886,138,2021/07/11 16:37
4597,123,2021/07/11 16:52
9354,87,2021/07/11 17:08
4393,21,2021/07/11 17:31
1540,114,2021/07/11 17:56
2908,186,2021/07/11 19:20
5505,94,2021/07/11 21:19
5155,189,2021/07/11 21:53
7175,136,2021/07/11 23:29
2453,4,2021/07/11 23:53
9258,101,2021/07/12 0:04
9864,171,2021/07/12 1:14
2796,174,2021/07/12 2:54
7663,98,2021/07/12 4:53
2905,180,2021/07/12 5:14
5381,89,2021/07/12 7:12
9152,84,2021/07/12 7:19
2907,77,2021/07/12 9:03
6408,134,2021/07/12 10:07
5698,88,2021/07/12 11:48
5616,82,2021/07/12 13:22
4253,47,2021/07/12 14:22
6031,110,2021/07/12 15:06
1914,137,2021/07/12 17:03
6827,192,2021/07/12 18:47
2097,7,2021/07/12 19:43
5433,26,2021/07/12 21:11
9069,144,2021/07/12 21:14
7229,157,2021/07/12 22:09
9943,37,2021/07/12 22:14
8829,94,2021/07/12 23:39
8344,188,2021/07/13 0:01
7709,111,2021/07/13 0:38
5411,62,2021/07/13 1:22
3036,98,2021/07/13 1:31
1596,172,2021/07/13 1:43
4253,1,2021/07/13 3:13
2594,145,2021/07/13 3:51
1722,1,2021/07/13 5:45
9377,144,2021/07/13 6:47
3835,139,2021/07/13 6:50
2872,133,2021/07/13 8:28
2194,87,2021/08/26 15:51
7629,49,2021/08/26 16:59
3294,105,2021/08/26 17:25
8919,96,2021/08/26 19:19
1260,166,2021/08/26 20:51
7858,112,2021/08/26 22:24
1443,132,2021/08/26 23:25
1137,92,2021/08/27 1:18
5533,142,2021/08/27 3:11
5611,94,2021/08/27 4:40
4715,1,2021/08/27 5:25
3648,166,2021/08/27 6:17
9854,159,2021/08/27 7:42
2466,74,2021/08/27 8:07
2711,68,2021/08/27 8:49
9921,171,2021/08/27 9:38
6504,174,2021/08/27 11:19
7973,106,2021/08/27 13:02
1189,63,2021/08/27 13:05
1567,119,2021/08/27 14:58
2435,107,2021/08/27 16:31
2754,182,2021/08/27 18:06
5525,20,2021/08/27 19:45
4919,194,2021/08/27 21:44
6994,189,2021/08/27 22:15
3234,93,2021/08/27 22:48
9430,2,2021/08/28 0:39
2403,10,2021/08/28 1:31
6321,99,2021/08/28 2:04
5841,122,2021/08/28 3:55
3422,109,2021/08/28 5:11
9605,15,2021/05/26 16:33
7629,128,2021/05/26 18:04
5738,106,2021/05/26 18:16
9844,194,2021/05/26 18:43
9671,17,2021/05/26 19:02
2148,21,2021/05/26 19:45
5856,20,2021/05/26 20:44
9402,139,2021/05/26 22:23
6799,96,2021/05/26 23:06
5011,115,2021/05/26 23:51
9826,195,2021/05/27 1:21
6417,79,2021/05/27 2:41
9949,114,2021/05/27 2:54
1372,55,2021/05/27 4:26
6320,29,2021/05/27 6:24
5111,48,2021/06/04 12:20
8435,131,2021/06/04 12:43
8140,195,2021/06/04 12:46
7893,48,2021/06/04 13:37
7316,85,2021/06/04 15:28
8554,150,2021/06/04 16:39
9215,85,2021/06/04 17:43
8781,190,2021/06/04 18:48
8566,165,2021/06/04 20:46
2004,74,2021/06/04 22:43
2734,66,2021/06/04 22:58
5979,97,2021/06/05 0:42
7290,160,2021/06/05 2:25
8033,193,2021/06/05 2:32
8821,170,2021/06/05 2:56
9781,138,2021/06/05 4:23
6091,114,2021/06/05 5:35
5982,197,2021/06/05 5:50
5686,7,2021/06/05 7:18
4541,107,2021/06/05 7:48
5005,37,2021/06/05 9:12
2757,87,2021/06/05 9:49
1345,126,2021/06/05 11:47
1403,168,2021/06/05 13:43
7861,33,2021/06/05 14:58
7739,55,2021/06/05 16:21
6554,167,2021/06/05 18:16
9117,84,2021/06/05 20:05
8722,63,2021/06/05 21:12
1146,57,2021/06/05 22:35
8531,27,2021/06/05 23:41
8856,23,2021/06/06 0:34
5695,55,2021/06/06 1:51
8139,162,2021/06/06 2:06
3368,75,2021/06/06 3:25
9501,148,2021/06/06 5:15
4220,11,2021/06/06 5:34
5113,99,2021/06/06 5:57
3362,160,2021/06/06 7:14
7484,172,2021/06/06 7:43
6516,4,2021/06/06 9:36
9909,88,2021/06/06 9:48
7249,175,2021/06/06 11:17
5968,73,2021/06/06 11:50
6515,115,2021/06/06 12:31
9383,178,2021/06/06 12:47
1809,170,2021/06/06 13:10
6353,78,2021/06/06 13:21
8173,146,2021/06/06 13:58
4732,131,2021/06/06 15:22
4048,115,2021/06/06 15:46
5867,148,2021/06/06 16:00
4086,106,2021/06/06 17:16
8202,114,2021/06/06 18:20
5290,37,2021/06/06 19:13
3486,78,2021/06/06 20:16
7574,68,2021/06/06 21:32
4284,2,2021/06/06 21:54
1953,157,2021/06/06 23:38
3249,7,2021/06/07 0:41
3167,189,2021/06/07 2:21
6155,128,2021/06/07 4:08
6426,163,2021/02/18 4:39
8228,9,2021/02/18 6:30
8903,66,2021/02/18 7:37
3312,95,2021/02/18 7:40
9786,12,2021/02/18 8:24
8453,66,2021/02/18 10:20
5443,5,2021/02/18 10:47
1791,2,2021/02/18 11:21
3501,1,2021/02/18 11:40
2136,181,2021/02/18 12:20
7876,69,2021/02/18 12:36
7132,45,2021/02/18 13:27
1868,165,2021/02/18 14:03
9687,49,2021/02/18 15:31
1552,1,2021/02/18 16:40
7723,110,2021/02/18 16:55
7734,138,2021/02/18 17:06
8598,3,2021/02/18 18:10
5300,1,2021/02/18 20:07
3472,144,2021/02/18 21:01
6096,110,2021/02/18 22:28
3622,92,2021/02/18 23:24
3769,28,2021/02/18 23:39
1849,174,2021/02/19 0:16
2404,81,2021/02/19 0:30
1719,77,2021/02/19 1:13
2015,66,2021/02/19 1:56
1407,101,2021/02/19 3:18
9295,33,2021/02/19 3:37
5967,159,2021/02/19 5:35
6200,148,2021/02/19 7:22
4391,93,2021/02/19 9:05
9201,198,2021/02/19 10:00
2235,49,2021/02/19 11:07
5145,75,2021/02/19 12:48
7440,23,2021/02/19 13:35
3630,148,2021/02/19 14:46
8436,125,2021/02/19 15:31
3833,16,2021/02/19 16:03
8028,19,2021/02/19 18:00
8337,53,2021/02/19 19:00
9659,185,2021/02/19 20:56
1008,102,2021/02/19 22:36
3404,72,2021/02/20 0:25
7499,131,2021/02/20 0:37
8930,61,2021/02/20 1:02
2465,126,2021/02/20 1:05
3010,48,2021/02/20 1:22
4131,60,2021/02/20 1:48
5368,65,2021/02/20 3:42
8027,53,2021/02/20 3:51
1535,32,2021/02/20 4:21
5660,31,2021/02/20 6:16
5228,27,2021/02/20 7:47
6869,111,2021/02/20 8:56
5828,55,2021/02/20 9:18
7979,45,2021/02/20 10:28
9254,83,2021/02/20 10:42
4722,29,2021/02/20 11:05
8583,90,2021/02/20 11:08
8902,61,2021/02/20 13:05
7658,16,2021/02/20 14:07
1027,108,2021/02/20 15:22
6563,199,2021/07/20 23:23
3002,118,2021/07/20 23:48
8841,75,2021/07/20 23:49
5509,133,2021/07/21 0:16
1782,123,2021/07/21 1:02
5135,54,2021/07/21 1:37
3461,130,2021/07/21 2:49
4015,53,2021/07/21 4:08
4354,88,2021/07/21 5:47
8278,154,2021/07/21 6:21
4272,8,2021/07/21 7:47
2286,99,2021/07/21 8:37
3857,149,2021/07/21 9:39
9047,106,2021/07/21 10:23
4539,99,2021/07/21 11:19
4535,178,2021/07/21 11:29
3182,98,2021/07/21 13:22
1130,109,2021/07/21 14:24
2782,163,2021/07/21 15:42
9931,75,2021/07/21 17:33
4145,199,2021/07/21 19:28
7902,111,2021/07/21 20:33
8917,24,2021/07/21 22:14
3371,152,2021/07/21 23:08
2374,152,2021/07/21 23:49
8043,85,2021/07/22 1:46
2032,9,2021/07/22 2:06
8888,163,2021/07/22 4:05
4434,186,2021/07/22 5:28
1722,134,2021/07/22 5:53
1492,96,2021/07/22 6:26
3356,108,2021/07/22 8:13
2142,120,2021/07/22 9:43
2887,112,2021/07/22 9:55
8051,73,2021/07/22 11:22
6218,144,2021/07/22 12:37
8920,17,2021/07/22 13:24
6256,10,2021/07/22 14:58
8997,147,2021/07/22 15:35
4399,79,2021/07/22 16:48
6224,113,2021/07/22 17:24
3543,129,2021/07/22 17:30
2732,124,2021/07/22 17:44
1150,146,2021/07/22 18:52
6201,154,2021/07/22 20:42
8461,93,2021/07/22 21:58
7985,154,2021/07/22 23:15
6405,63,2021/07/22 23:48
7171,188,2021/07/23 1:40
7951,146,2021/07/23 2:07
5398,198,2021/07/23 3:57
1629,198,2021/07/23 5:20
5010,86,2021/07/23 6:11
8182,56,2021/07/23 8:04
8294,70,2021/07/23 10:04
1362,29,2021/07/23 10:57
1815,68,2021/07/23 11:08
7519,69,2021/07/23 11:49
2641,104,2021/07/23 12:15
6179,176,2021/07/23 13:15
3013,82,2021/07/23 14:46
3449,102,2021/07/23 15:09
2301,127,2021/07/23 16:13
8072,191,2021/07/23 17:12
6091,45,2021/07/23 18:35
9715,88,2021/07/23 18:50
3500,68,2021/07/23 19:39
2672,167,2021/07/23 21:04
1982,132,2021/07/23 21:50
6879,19,2021/07/23 23:04
1503,114,2021/07/23 23:48
9198,174,2021/07/24 1:10
8361,157,2021/07/24 1:15
4385,136,2021/07/24 3:02
1008,102,2021/07/24 3:37
5084,115,2021/07/24 3:54
6512,8,2021/07/24 5:47
3972,44,2021/07/24 6:12
5568,75,2021/06/11 22:53
3010,18,2021/06/12 0:31
8199,167,2021/06/12 1:37
4070,55,2021/06/12 1:38
1534,93,2021/06/12 3:12
5129,173,2021/06/12 4:34
3133,55,2021/06/12 5:54
1531,24,2021/06/12 7:15
4537,24,2021/06/12 8:46
9978,27,2021/06/12 9:48
9196,105,2021/06/12 10:53
6774,92,2021/06/12 12:32
4311,78,2021/06/12 12:44
4993,79,2021/06/12 14:00
9272,127,2021/06/12 14:14
3091,69,2021/06/12 16:04
6323,113,2021/06/12 16:30
8336,136,2021/06/12 17:07
5259,142,2021/06/12 17:53
4052,197,2021/06/12 18:28
1786,59,2021/06/12 19:47
4785,80,2021/06/12 21:25
6741,79,2021/06/12 23:14
5433,87,2021/06/13 0:03
9789,78,2021/06/13 0:19
7241,47,2021/06/13 0:37
3636,174,2021/06/13 1:13
9202,37,2021/06/13 2:27
6669,37,2021/06/13 4:19
6306,163,2021/06/13 5:43
5275,126,2021/06/13 7:18
8871,40,2021/06/13 7:56
6045,125,2021/06/13 8:04
6415,143,2021/06/13 9:17
5713,199,2021/06/13 11:03
2402,38,2021/06/13 12:36
5210,175,2021/06/13 13:57
9005,138,2021/06/13 14:47
6704,4,2021/06/13 15:48
3344,42,2021/06/13 17:04
8998,5,2021/06/13 18:41
8032,17,2021/06/13 19:57
2117,53,2021/06/13 21:29
7970,140,2021/06/13 23:02
7113,50,2021/06/14 0:47
8954,29,2021/06/14 2:20
3999,144,2021/06/14 2:41
7043,168,2021/06/14 3:48
3861,35,2021/06/14 5:30
3045,122,2021/06/14 5:50
1278,157,2021/06/14 5:53
1347,121,2021/06/14 6:54
3012,94,2021/06/14 7:28
4390,31,2021/06/14 8:29
8038,131,2021/06/14 9:53
4355,97,2021/06/14 10:13
4660,174,2021/06/14 10:30
1687,187,2021/06/14 11:00
2154,174,2021/06/14 12:46
4519,145,2021/06/14 13:18
3359,32,2021/06/14 14:41
6880,189,2021/06/14 16:04
9402,67,2021/06/14 16:47
2856,2,2021/06/14 16:59
8050,52,2021/06/14 17:46
2160,184,2021/06/14 18:05
3764,14,2021/06/14 18:47
5730,199,2021/06/14 19:10
3381,134,2021/06/14 19:11
9128,165,2021/06/14 21:11
7591,92,2021/06/14 22:06
2690,169,2021/06/14 23:57
9378,99,2021/06/15 1:10
9530,82,2021/06/15 1:20
8879,103,2021/06/15 2:33
3757,120,2021/09/17 1:30
3299,163,2021/09/17 2:30
1017,152,2021/09/17 3:22
6296,4,2021/09/17 3:46
6576,34,2021/09/17 5:27
7649,180,2021/09/17 6:48
6639,11,2021/09/17 6:57
1669,14,2021/09/17 7:14
7575,34,2021/09/17 8:46
3497,156,2021/09/17 9:09
7332,171,2021/09/17 10:45
3934,74,2021/09/17 12:27
1978,182,2021/09/17 14:13
6143,84,2021/09/17 14:36
1391,50,2021/09/17 15:10
5388,181,2021/09/17 16:54
9593,43,2021/09/17 18:50
4435,183,2021/09/17 20:29
8057,101,2021/09/17 22:12
2648,54,2021/09/18 0:12
1256,190,2021/09/18 0:42
6133,137,2021/09/18 2:11
4710,54,2021/09/18 4:00
4375,165,2021/09/18 5:23
9402,115,2021/09/18 7:02
1491,52,2021/09/18 7:35
3141,56,2021/09/18 7:44
9730,117,2021/09/18 8:06
1082,135,2021/09/18 9:11
1763,123,2021/09/18 9:19
8318,143,2021/09/18 10:09
4674,127,2021/09/18 10:15
6189,91,2021/09/18 12:10
8126,115,2021/09/18 12:29
7497,11,2021/09/18 13:57
3617,198,2021/09/18 14:00
9377,196,2021/09/18 14:12
1545,41,2021/09/18 15:57
1402,39,2021/09/18 17:02
6881,144,2021/09/18 17:20
4476,118,2021/09/18 17:59
5416,122,2021/09/18 18:26
5128,95,2021/09/18 19:34
8676,135,2021/09/18 19:34
1840,45,2021/09/18 20:16
1441,4,2021/09/18 21:48
9628,77,2021/09/18 22:01
